DataHora (GMT),DirVento (oNV ),Precipitacao (mm ),PressaoAtm (mB ),RadSolAcum (MJ/m2 ),TempAr (oC ),UmidRel (% ),VelVento (m/s )
2016-11-29 00:00:00,57,0,991.9,0,28.4,59.2,4.8
2016-11-28 21:00:00,111,0,989.2,1.69,34.4,22.4,2
2016-11-28 18:00:00,114,0,989.1,6.58,37.3,19.2,1.7
2016-11-28 15:00:00,111,0,992.1,6.86,34.2,28.8,2.4
2016-11-28 12:00:00,90,0,994.9,3.68,29.8,44.8,2.5
2016-11-28 09:00:00,69,0,993.3,0.14,24.5,78.4,0.7
2016-11-28 06:00:00,63,0,991.5,0,24.2,80,4.8
2016-11-28 03:00:00,60,0,992,0,25.5,70.4,6.5
2016-11-28 00:00:00,63,0,992.3,0,28.5,52.8,5.8
2016-11-27 21:00:00,90,0,989.7,1.61,34.4,24,4.3
2016-11-27 18:00:00,102,0,989,6.54,36.2,20.8,4.2
2016-11-27 15:00:00,117,0,991.7,7.44,34.9,22.4,3.9
2016-11-27 12:00:00,108,0,993.8,4.25,30.7,35.2,5.1
2016-11-27 09:00:00,84,0,992.7,0.17,24.6,62.4,2.4
2016-11-27 06:00:00,69,0,991.5,0,24.7,65.6,5.4
2016-11-27 03:00:00,69,0,991.8,0,25.7,67.2,7.6
2016-11-27 00:00:00,72,0.2,992.6,0,27.8,48,6.9
2016-11-26 21:00:00,105,0,989.3,1.61,34.2,19.2,2.7
2016-11-26 18:00:00,105,0,989.2,6.71,35.8,17.6,3.6
2016-11-26 15:00:00,111,0,991.7,7.57,34.9,24,3.9
2016-11-26 12:00:00,111,0,993.9,4.27,30.3,35.2,4.3
2016-11-26 09:00:00,78,0,993.2,0.16,25,62.4,3.1
2016-11-26 06:00:00,78,0,991.8,0,25.4,60.8,7
2016-11-26 03:00:00,69,0,991.7,0,26.1,68.8,6.6
2016-11-26 00:00:00,72,0,992.4,0,28.1,51.2,7.3
2016-11-25 21:00:00,114,0,989.3,1.63,34.9,20.8,4.2
2016-11-25 18:00:00,105,0,989,6.34,36.1,20.8,3.5
2016-11-25 15:00:00,87,0,992.4,7.28,34.6,30.4,5.6
2016-11-25 12:00:00,90,0,994.6,3.17,29.5,48,4.5
2016-11-25 09:00:00,81,0,993.8,0.14,24.2,78.4,2.4
2016-11-25 06:00:00,66,0,991.6,0,24.4,80,5.2
2016-11-25 03:00:00,69,0,992.6,0,25.6,70.4,6.8
2016-11-25 00:00:00,69,0,992.9,0,27.8,54.4,7.5
2016-11-24 21:00:00,81,0,990.1,1.56,33,33.6,5.4
2016-11-24 18:00:00,93,0,992.2,7.36,34.8,28.8,5.6
2016-11-24 15:00:00,93,0,992.2,7.36,34.8,28.8,5.6
2016-11-24 12:00:00,90,0,994.4,4.19,30.6,40,6.2
2016-11-24 09:00:00,72,0,993.2,0.16,24.5,76.8,2
2016-11-24 06:00:00,69,0,991.4,0,24.6,76.8,4.6
2016-11-24 03:00:00,66,0,991.3,0,25.8,68.8,6.2
2016-11-24 00:00:00,66,0,991.8,0,27.5,57.6,6.7
2016-11-23 21:00:00,87,0,989,1.52,33.1,32,4
2016-11-23 18:00:00,90,0,988.7,6.47,34.9,27.2,4.9
2016-11-23 15:00:00,84,0,991.4,6.23,33.3,32,5.2
2016-11-23 12:00:00,90,0,993.6,2.99,29.8,46.4,4.4
2016-11-23 09:00:00,78,0,993,0.16,24.4,78.4,1.7
2016-11-23 06:00:00,66,0,990.1,0,24.3,80,3.1
2016-11-23 03:00:00,66,0,990.9,0,25.7,70.4,5.9
2016-11-23 00:00:00,69,0,991.1,0,27.8,54.4,7.5
2016-11-22 21:00:00,75,0,988.7,1.62,32.7,40,3.2
2016-11-22 18:00:00,90,0,988.2,6.55,36.1,24,3.4
2016-11-22 15:00:00,90,0,990.6,7.5,34.8,27.2,3.5
2016-11-22 12:00:00,84,0,992.8,4.19,30,41.6,2.9
2016-11-22 09:00:00,0,0,992.1,0.14,24.3,68.8,0
2016-11-22 06:00:00,66,0,990.6,0,24.5,72,3.6
2016-11-22 03:00:00,69,0,990.5,0,25.6,68.8,5.6
2016-11-22 00:00:00,78,0,991.6,0,27.4,56,6.3
2016-11-21 21:00:00,105,0,989.8,1.36,33.4,25.6,3
2016-11-21 18:00:00,90,0,989.6,5.77,34.4,27.2,2.2
2016-11-21 15:00:00,93,0,991.8,6.68,33.3,32,4.8
2016-11-21 12:00:00,90,0,994.1,3.06,29.1,49.6,4.9
2016-11-21 09:00:00,78,0,992.8,0.16,24.4,78.4,2.8
2016-11-21 06:00:00,72,0,990.7,0,24.6,78.4,4.6
2016-11-21 03:00:00,69,0,991,0,25.2,75.2,6
2016-11-21 00:00:00,69,0,991.7,0,27.2,57.6,7.3
2016-11-20 21:00:00,78,0,988.8,1.12,32,36.8,5.2
2016-11-20 18:00:00,96,0,988.1,5.64,35.4,25.6,3.8
2016-11-20 15:00:00,87,0,990.3,4.61,33,35.2,3.4
2016-11-20 12:00:00,93,0,992.3,2.98,29,51.2,4.5
2016-11-20 09:00:00,75,0,991.2,0.14,25.4,73.6,2.8
2016-11-20 06:00:00,72,0,990.1,0,24.7,76.8,4.3
2016-11-20 03:00:00,75,0,990.1,0,25.3,68.8,5.8
2016-11-20 00:00:00,57,0,991.4,0,27.9,48,5.3
2016-11-19 21:00:00,57,0,988.7,0.58,30.9,41.6,3.4
2016-11-19 18:00:00,66,0,987.5,3.37,32.7,35.2,3.1
2016-11-19 15:00:00,84,0,990,5.77,32.8,35.2,5.1
2016-11-19 12:00:00,93,0,992.6,2.82,28.3,54.4,5.3
2016-11-19 09:00:00,72,0,991.5,0.05,24.7,75.2,2.3
2016-11-19 06:00:00,75,0,989.5,0,24.9,75.2,6.6
2016-11-19 03:00:00,72,0,989.5,0,25.6,73.6,7.3
2016-11-19 00:00:00,63,0,989.3,0,27.4,60.8,7.4
2016-11-18 21:00:00,75,0,986.1,1.6,33.9,28.8,1.4
2016-11-18 18:00:00,84,0,986,6.32,35.9,24,2.1
2016-11-18 15:00:00,99,0,988.7,7.24,33.8,30.4,2.9
2016-11-18 12:00:00,75,0,990.4,0.16,24.7,73.6,2.2
2016-11-18 09:00:00,75,0,990.4,0.16,24.7,73.6,2.2
2016-11-18 06:00:00,69,0,989.2,0,24.6,76.8,4.9
2016-11-18 03:00:00,69,0,990.3,0,25.6,72,6.4
2016-11-18 00:00:00,66,0,990.3,0,27.3,59.2,7.3
2016-11-17 21:00:00,75,0,987.9,1.49,31.9,36.8,4.9
2016-11-17 18:00:00,81,0,987.4,5.63,35.7,25.6,3.6
2016-11-17 15:00:00,81,0,990.4,5.64,33.7,33.6,4.2
2016-11-17 12:00:00,96,0,992.5,4.08,29.9,49.6,4.7
2016-11-17 09:00:00,75,0,992,0.08,24.6,81.6,1.7
2016-11-17 06:00:00,75,0,990.3,0,24.7,80,4.5
2016-11-17 03:00:00,75,0,991.6,0,25.6,73.6,5.8
2016-11-17 00:00:00,69,1.6,991.5,0,27.2,59.2,7.5
2016-11-16 21:00:00,75,0,988.7,1.32,31,41.6,6.6
2016-11-16 18:00:00,81,0,988,5.64,35.6,27.2,4.1
2016-11-16 15:00:00,78,0,990.5,5.27,33.7,33.6,3.5
2016-11-16 12:00:00,96,0,992.3,2.46,29.1,54.4,5.7
2016-11-16 09:00:00,81,0,991.1,0.08,25,78.4,2.5
2016-11-16 06:00:00,72,0,989.6,0,24.8,80,4.7
2016-11-16 03:00:00,63,0,990.5,0,25.7,70.4,4.9
2016-11-16 00:00:00,60,0,990.7,0,27.6,52.8,6.7
2016-11-15 21:00:00,69,0,987.6,1.24,31.5,38.4,6.3
2016-11-15 18:00:00,90,0,989.3,6.4,33.3,33.6,6
2016-11-15 15:00:00,90,0,989.3,6.4,33.3,33.6,6
2016-11-15 12:00:00,96,0,991.2,3.97,29.8,48,6
2016-11-15 09:00:00,75,0,990.9,0.16,24.8,75.2,2.8
2016-11-15 06:00:00,69,0,989.1,0,24.8,76.8,5.3
2016-11-15 03:00:00,63,0,989.5,0,25.7,70.4,6.4
2016-11-15 00:00:00,63,0,989.2,0,27.3,59.2,6.4
2016-11-14 21:00:00,105,0,986.6,1.39,32.7,36.8,2
2016-11-14 18:00:00,102,0,986.1,6.48,36.4,19.2,1.5
2016-11-14 15:00:00,99,0,988.5,7.48,34.7,25.6,1.3
2016-11-14 12:00:00,96,0,990.8,4.19,31,38.4,0.5
2016-11-14 09:00:00,0,0,990.2,0.16,24.6,73.6,0
2016-11-14 06:00:00,66,0,989.2,0,24.8,72,0.7
2016-11-14 03:00:00,63,0,989.5,0,25.8,67.2,4.1
2016-11-14 00:00:00,66,0,990,0,27.7,52.8,7.2
2016-11-13 21:00:00,96,0,987.1,1.42,34.4,22.4,0.4
2016-11-13 18:00:00,96,0,986.6,6.16,35.8,20.8,1.3
2016-11-13 15:00:00,96,0,989.9,7.43,34.2,27.2,3
2016-11-13 12:00:00,96,0,992.2,4.51,30.1,40,5
2016-11-13 09:00:00,72,0,990.9,0.2,24.6,72,0.6
2016-11-13 06:00:00,63,0,989.3,0,24.3,75.2,2.1
2016-11-13 03:00:00,60,0,990.1,0,25.4,68.8,4.6
2016-11-13 00:00:00,63,0,990.7,0,27.2,56,7.2
2016-11-12 21:00:00,72,0.2,988,1.25,31,40,5
2016-11-12 18:00:00,78,0,987,5.82,35,25.6,4.4
2016-11-12 15:00:00,87,0,989.9,7.16,33.6,30.4,5.5
2016-11-12 12:00:00,87,0.4,992.8,3.88,29.7,44.8,4.8
2016-11-12 09:00:00,72,0,991.5,0.18,24.2,78.4,0.2
2016-11-12 06:00:00,66,0,990.4,0,24.3,78.4,3.2
2016-11-12 03:00:00,66,0,990.5,0,25.5,70.4,5.6
2016-11-12 00:00:00,63,0,991.4,0,27.2,59.2,6.9
2016-11-11 21:00:00,78,0,988.5,1.46,32.1,38.4,3.8
2016-11-11 18:00:00,81,0,988.1,5.68,34.4,27.2,4.5
2016-11-11 15:00:00,84,0,990.9,5.51,31.9,36.8,6.2
2016-11-11 12:00:00,93,0,993.4,3.94,29.4,46.4,5.6
2016-11-11 09:00:00,78,0,993.3,0.17,24.2,67.2,1.1
2016-11-11 06:00:00,66,0,991.6,0,24.2,68.8,1.4
2016-11-11 03:00:00,63,0,992.6,0,25.5,67.2,5
2016-11-11 00:00:00,63,0,993.2,0,27.3,56,7
2016-11-10 21:00:00,81,0,990.7,0.76,31.9,43.2,3.9
2016-11-10 18:00:00,90,0,989.9,5.36,35,25.6,3.8
2016-11-10 15:00:00,90,0,992.8,5.71,33.5,32,4
2016-11-10 12:00:00,99,0,995.4,3.19,30,44.8,4
2016-11-10 09:00:00,75,0,994.6,0.11,24.6,72,1.6
2016-11-10 06:00:00,66,0,992.8,0,24.9,73.6,3.9
2016-11-10 03:00:00,66,0,993.1,0,25.9,68.8,5.8
2016-11-10 00:00:00,66,0.2,993.3,0,27.7,54.4,7.2
2016-11-09 21:00:00,96,0,991,0.91,32,40,2.3
2016-11-09 18:00:00,93,0,990.1,4.61,34.7,30.4,2.8
2016-11-09 15:00:00,99,0,992.7,4.42,33,35.2,3.5
2016-11-09 12:00:00,105,0,994.9,3.19,29.3,48,4.2
2016-11-09 09:00:00,78,0,994.3,0.14,25.6,68.8,4.9
2016-11-09 06:00:00,72,0,992.2,0,25.2,72,6.7
2016-11-09 03:00:00,66,0,992.3,0,26.2,70.4,7.3
2016-11-09 00:00:00,66,0,992.8,0,27.7,57.6,7.1
2016-11-08 21:00:00,84,0,989.9,1.51,33.7,28.8,3.8
2016-11-08 18:00:00,87,0,989.1,6.18,35.4,25.6,4
2016-11-08 15:00:00,102,0,991.9,7.27,34.3,30.4,3
2016-11-08 12:00:00,96,0,994.3,3.95,30.1,43.2,3.9
2016-11-08 09:00:00,78,0,993.4,0.12,25.2,65.6,3.9
2016-11-08 06:00:00,69,0,992.1,0,25,70.4,5.6
2016-11-08 03:00:00,69,0,991.6,0,25.8,72,7
2016-11-08 00:00:00,156,819,992,12.28,27.4,70.4,21.8
2016-11-07 21:00:00,90,0,989.8,1.52,33.4,35.2,4.2
2016-11-07 18:00:00,105,0,989.2,5.72,34.7,25.6,3.9
2016-11-07 15:00:00,114,0,991.9,7.39,35,27.2,3.1
2016-11-07 12:00:00,108,0,994.5,3.88,30.6,36.8,2.9
2016-11-07 09:00:00,75,0,993.6,0.1,25.1,62.4,3.1
2016-11-07 06:00:00,87,0,992.2,0,25.7,59.2,5.7
2016-11-07 03:00:00,66,0,991.7,0,26.5,64,6.2
2016-11-07 00:00:00,66,0,992.6,0.1,27.7,60.8,7.1
2016-11-06 21:00:00,108,0,990.1,1.48,34.4,24,4.2
2016-11-06 18:00:00,117,0,989.5,6.53,36.1,22.4,2.8
2016-11-06 15:00:00,120,0,992.3,7.63,34.5,25.6,3.8
2016-11-06 12:00:00,105,0,995.1,4.22,30.5,35.2,4.7
2016-11-06 09:00:00,75,0,994.2,0.16,25.1,59.2,3.6
2016-11-06 06:00:00,72,0,992.9,0,25,68.8,5
2016-11-06 03:00:00,63,0,993.6,0,26.4,65.6,6
2016-11-06 00:00:00,69,0,994.5,0,27.9,57.6,6.7
2016-11-05 21:00:00,105,0,991.3,1.52,34.2,25.6,4.8
2016-11-05 18:00:00,111,0,990.8,6.53,36.4,20.8,4.4
2016-11-05 15:00:00,117,0,993.7,7.6,35.1,25.6,4.4
2016-11-05 12:00:00,108,0,996,4.2,31.4,33.6,4.9
2016-11-05 09:00:00,87,0,995,0.14,26.3,49.6,4
2016-11-05 06:00:00,72,0,993.7,0,26.1,59.2,4.7
2016-11-05 03:00:00,66,0,993.5,0,26.8,65.6,6.7
2016-11-05 00:00:00,75,0,993.9,0,28.4,56,5.5
2016-11-04 21:00:00,114,0,991.2,1.43,34.9,24,3.3
2016-11-04 18:00:00,144,0,991.1,6.52,36.9,20.8,1.8
2016-11-04 15:00:00,135,0,996.6,4.14,31.3,35.2,3.6
2016-11-04 12:00:00,135,0,996.6,11.82,31.3,35.2,3.6
2016-11-04 09:00:00,78,204.8,995.9,0.13,26.8,51.2,3.6
2016-11-04 06:00:00,78,0,994,0,25.9,60.8,4.8
2016-11-04 03:00:00,66,0,993.8,0,26.7,65.6,5.8
2016-11-04 00:00:00,69,0,993.4,0,28,57.6,6.3
2016-11-03 21:00:00,102,0,991.2,1.12,34,25.6,4.3
2016-11-03 18:00:00,111,0,991.1,5.44,35.2,24,4.5
2016-11-03 15:00:00,108,0,993.5,7.51,34.7,28.8,5.8
2016-11-03 12:00:00,111,0,995.2,4.2,30.8,38.4,5.5
2016-11-03 09:00:00,72,0,994.8,0.16,25,62.4,1.7
2016-11-03 06:00:00,63,0,992.4,0,25.2,65.6,4.1
2016-11-03 03:00:00,66,0,992.1,0,26.6,64,6.3
2016-11-03 00:00:00,66,0,992.8,0,28,57.6,6.8
2016-11-02 21:00:00,111,0,990.3,1.12,34,27.2,5
2016-11-02 18:00:00,105,0,989.7,6.59,35.6,25.6,4.9
2016-11-02 15:00:00,111,0,992.3,7.79,33.9,28.8,5.9
2016-11-02 12:00:00,123,0,994.6,4.19,30.5,36.8,6.9
2016-11-02 09:00:00,90,0,994.1,0.16,25.9,49.6,2.6
2016-11-02 06:00:00,72,0,992.5,0,23.9,64,3.5
2016-11-02 03:00:00,66,0,992.7,0,26,59.2,4.5
2016-11-02 00:00:00,75,0,992.8,0,28.6,46.4,5.9
2016-11-01 21:00:00,105,0,990.1,1.42,33.6,24,5.5
2016-11-01 18:00:00,114,0.2,990.2,6.26,34.6,24,6.1
2016-11-01 15:00:00,114,0,992.5,6.76,33.8,25.6,6.8
2016-11-01 12:00:00,111,0,995,4.2,30.4,36.8,6.5
2016-11-01 09:00:00,78,0,993.3,0.16,24.4,65.6,3.7
2016-11-01 06:00:00,69,0,990.9,0,24.6,72,4.2
2016-11-01 03:00:00,66,0,991.1,0,25.7,65.6,5.3
2016-11-01 00:00:00,81,0,966.7,0,27.9,52.8,5.2
2016-10-31 21:00:00,117,0,990,1.33,33.5,24,4.6
2016-10-31 18:00:00,108,0,989.6,6.32,35.3,22.4,4.8
2016-10-31 15:00:00,114,0,992.3,7.82,33.9,27.2,5.3
2016-10-31 12:00:00,117,0,994.7,4.08,30.9,35.2,4.2
2016-10-31 09:00:00,69,0,993.2,0.13,24.9,72,2
2016-10-31 06:00:00,66,0,991.7,0,24.9,76.8,3.2
2016-10-31 03:00:00,60,0,991.9,0,25.5,73.6,6.5
2016-10-31 00:00:00,69,0,992.3,0,27.6,56,5.9
2016-10-30 21:00:00,102,0,989.9,1.25,34.2,25.6,2.5
2016-10-30 18:00:00,117,0,989.9,5.56,36,22.4,2.3
2016-10-30 15:00:00,120,0,993.1,5.56,34.1,28.8,3.3
2016-10-30 12:00:00,105,0,995.6,3.6,30.7,41.6,4.7
2016-10-30 09:00:00,81,0,995.1,0.05,24.7,76.8,3.5
2016-10-30 06:00:00,69,0,993.5,0,24.8,78.4,6
2016-10-30 03:00:00,66,0,993.4,0,25.4,70.4,6.1
2016-10-30 00:00:00,69,0.6,993.8,0,27.6,54.4,7.6
2016-10-29 21:00:00,81,0,990.9,1.4,32.6,35.2,5
2016-10-29 18:00:00,84,0,993.1,7.91,35.2,27.2,5.2
2016-10-29 15:00:00,84,0,993.1,7.91,35.2,27.2,5.2
2016-10-29 12:00:00,87,0,995.7,4.27,29.5,44.8,5.6
2016-10-29 09:00:00,78,0,994.9,0.16,24.5,70.4,4.7
2016-10-29 06:00:00,66,0,992.3,0,24.5,73.6,6.1
2016-10-29 03:00:00,66,0,993,0,25.4,72,6.5
2016-10-29 00:00:00,66,0,993.2,0,27.5,54.4,6.6
2016-10-28 21:00:00,114,0,990.4,1.48,32.7,35.2,4.4
2016-10-28 18:00:00,111,0,989.4,6.61,36,16,3.6
2016-10-28 15:00:00,102,0,991.9,7.98,34.3,25.6,4.8
2016-10-28 12:00:00,93,0.2,994.4,4.28,29.6,41.6,6.1
2016-10-28 09:00:00,75,0,993,0.16,24,67.2,5.7
2016-10-28 06:00:00,66,0,990.4,0,24.1,67.2,7
2016-10-28 03:00:00,66,0.2,991.1,0,25.4,62.4,6.9
2016-10-28 00:00:00,63,0,991.6,0,26.8,59.2,7.9
2016-10-27 21:00:00,96,0,988.8,1.43,32.3,36.8,4.6
2016-10-27 18:00:00,93,0,988.1,6.56,35.3,24,3.9
2016-10-27 15:00:00,105,0,991.1,7.82,33.4,28.8,4.5
2016-10-27 12:00:00,102,0,994.1,4.15,29.7,38.4,4.3
2016-10-27 09:00:00,66,0,989.2,0,24.1,62.4,5.9
2016-10-27 06:00:00,66,0,989.2,0,24.1,62.4,5.9
2016-10-27 03:00:00,63,0,989.5,0,25.7,67.2,6.3
2016-10-27 00:00:00,69,0,990,0,28,49.6,5.8
2016-10-26 21:00:00,102,0,987.8,1.5,33.9,22.4,4.8
2016-10-26 18:00:00,114,0,987.4,5.77,35.9,22.4,4.4
2016-10-26 15:00:00,117,0,990.5,7.27,34.7,28.8,4.7
2016-10-26 12:00:00,99,0,993.2,4.04,30.1,41.6,5.3
2016-10-26 09:00:00,75,0,992.2,0.12,25,65.6,3.8
2016-10-26 06:00:00,69,0,990.9,0,24.7,72,4.5
2016-10-26 03:00:00,66,0,991.4,0,25.5,68.8,6.1
2016-10-26 00:00:00,69,0,991.9,0,27.1,56,6.9
2016-10-25 21:00:00,120,0,988.8,1.46,34.2,24,2.6
2016-10-25 18:00:00,120,0,988.5,5.05,36.1,22.4,2.9
2016-10-25 15:00:00,111,0,991.1,7.81,34.1,28.8,4.2
2016-10-25 12:00:00,105,0,993.9,3.6,29.4,43.2,4.4
2016-10-25 09:00:00,81,0,992.8,0.12,24.1,70.4,1.7
